Soft Currency	Hard Currency	Heart	Food	Worlds	Upgrade	Level	Videos	Skill level	IAPs	IAP spend $	Additional SC	Get Heart Video	Double Reward Videos	Gacha Wheel Videos	Get Gems Videos
140110.41410591803	42.34484472735548	0.0	83.38	4.0	83.38	45.99	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
168685.4578248096	42.63832411513496	0.0	84.02	4.0	84.02	46.34	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
203547.51476697865	44.566294097987345	0.0	84.51	4.0	84.51	46.55	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
238633.90161015236	44.38820912612317	0.0	85.0	4.0	85.0	46.82	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
226682.98076998082	48.80929002718829	0.0	85.4	4.0	85.4	46.92	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
228592.49893593419	54.37982212144143	0.0	85.74	4.0	85.74	47.03	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
237616.9392596844	61.7747190067129	0.0	86.0	4.0	86.0	47.1	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
287775.7562838092	70.18668616138685	0.0	86.19	4.0	86.19	47.23	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
295718.89036535344	79.24869357256685	0.0	86.51	4.0	86.51	47.51	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
320226.9669245679	87.82021765055522	0.0	86.78	4.0	86.78	47.78	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
379211.1178505235	96.1720941419804	0.0	86.97	4.0	86.97	47.97	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
443168.2313285182	104.31825226695467	0.0	87.12	4.0	87.12	48.12	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
464657.09110131336	112.45791035643445	0.0	87.33	4.0	87.33	48.33	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
443616.2054668811	120.62515248155425	0.0	87.6	4.0	87.6	48.59	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
433293.2604661628	128.70564441424096	0.0	87.86	4.0	87.86	48.84	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
513082.27553958364	135.97458234770548	0.0	87.97	4.0	87.97	48.91	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
546734.1925416804	143.3151990487649	0.0	88.13	4.0	88.13	48.96	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
565244.666036712	150.22091774827172	0.0	88.29	4.0	88.29	48.98	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
461318.91365315445	155.6047892678555	0.06	88.6	4.01	88.6	49.01	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
421274.5262885334	158.83905641587006	0.14	88.84	4.02	88.84	49.02	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
443406.996469039	158.72874594655588	0.42	89.04	4.04	89.04	49.04	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
506424.63417060307	147.90749925582176	0.99	89.25	4.12	89.25	49.12	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
517112.07986254035	120.06930912345109	2.38	89.59	4.25	89.59	49.25	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
372452.0080695198	88.02159311863753	5.51	90.11	4.53	90.11	49.53	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
258274.5077325764	57.04857266135712	10.08	90.53	4.75	90.53	49.75	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
213626.98510923094	41.55148481538841	16.3	90.73	4.85	90.73	49.85	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
159369.55116217915	32.70467374438962	23.13	90.88	4.94	90.88	49.94	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
150744.5237494234	25.81822368422117	30.11	90.94	4.96	90.94	49.96	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
128385.03220911053	24.587273022367995	37.36	90.98	4.99	90.98	49.99	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	45.05	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	52.63	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	60.25	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	67.75	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	75.14	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	82.45	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	89.72	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	97.12	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	104.69	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	112.21	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	119.24	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	126.47	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	133.97	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	141.17	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	148.36	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	155.96	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	163.59	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	170.97	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	178.67	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	186.08	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	193.5	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	201.09	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	208.78	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	216.29	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	223.83	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	231.33	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	238.76	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	246.21	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	253.89	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	261.25	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	268.61	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	276.03	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	283.54	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	291.04	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	298.57	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	306.01	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	313.8	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	321.36	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	328.85	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	336.34	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	343.65	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	351.58	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	359.06	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
120391.44220911054	24.787273022367994	366.45	90.99	5.0	90.99	50.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
